edad,nombre,nacionalidad
27,LICENCIADO MATIAS FANON ,  arg
48," Dr.    Martínez,  Emilio   ",--
59,alexander  flores ,Chileno
18,Angel Rodríguez    , brasileño
46,"Díaz,    Sebastian  ",  chi   
52,Juan Sacado ,  br   
38,"casullo,  sebastian ",brazil
31,"  fertuchelli,  gustavo    ",  Otros 
22,"muñoz,   julio    ",otros
32,"Fernández, Juan   ",  arg
49,Eric Perez , Uruguayo
35,   emilio   gonzález ,brasil
63,   maximiliano flores ,otros
50,"   lic rodríguez, luciano ", argentina
38,"GÓMEZ, EMILIO ",  arg
44,"martínez,   carlos     ", Uruguayo
43,"   viey, angel ",  uy   
51,"  Gómez, Camilo ",  chi   
26," matas, juan ",  br   
40,"FANON, AMARO ",uy
52,joaquin muñoz ,--
61,camilo orondo    , chilena
33,Carlos Castro  ,ar
56,"  riglos, néstor    ", uruguay
27,"Guevara,    Ernesto      ",  argentino   
27, fidel fabricci    , chilena
34,"Señor    Silva, Pablo ", Brasil
59,angel  rodríguez    ,Chileno
18,Tomas Rodríguez      , argentina
41,"hernández, jorge  ", brasileño
30,PABLO FERNÁNDEZ   , Brasil
21,   señor nicolas   díaz    ,  brasilero
37, David Gómez , Uruguayo
18,"  Castro,   Alonso      ",brasil
27,néstor flores  ,  br   
53,   carlos sánchez , uruguay
61,   fidel pérez  , Brasil
49,jorge   castañeda       ,  uruguayo
65,luis   orondo ,--
57,   Federico Aguirre    , Uruguayo
21," rodríguez, bruno     ",argentino
57,"lópez, franco ",  brasilero
38,  felipe   castro      ,  chileno
56,Lic.   amaro fanon ,  br   
29,"CASTAÑEDA, ANDRÉS ",Chileno
19,"Sepúlveda, Abel   ",  uy   
58, Bastian Gómez ,otros
49,"garcía, eric  ",  Otros 
23,  lic. federico contreras    ,brasil
40,Lucas  Marchet    ,  Otros 
22,"Dr. gonzalez,    luciano ",Uruguay
28,   Matias Díaz , otros
23,"FERNÁNDEZ, JUAN  ",brazil
57,santiago  gómez    ,Uruguay
20,"   Nicastro,   Martín ",Uruguay
43,amaro licastro     , Uruguayo
25,"  Castro, Vicente ",ar
60,jorge   fertuchelli    , chileno
64,"matas, joaquin       ",  uruguayo
48,vicente  fertuchelli   ,uy
60, luciano  martínez ,  --
21,"RIVADAVIA, JORGE    ", brasileño
50," Pérez, Andrés ",Uruguay
29,  Esteban Gonzalez    , chilena
35,"Alzate, Santiago    ",ch
63,"   sánchez, javier    ",--
45,camilo sepúlveda    ,Uruguay
64,Daniel Antonello  ,ch
60,"   Marchet,    Jorge    ",  Otros 
19,"pérez, pablo    ",Chileno
61,"Martínez, Gaspar  ", argentina
43,"RIVADAVIA, CRISTOBAL    ",otros
65,"martínez,   sebastian ",  chi   
20,"   Ing. Rodríguez, Daniel ", argentno
39,"  ramirez, thomas    ", chileno
63,"González, Joaquin ",argentino
52, sr. leandro  sepúlveda     ,uy
21,"López, Néstor     ", Brasil
45,"   gutierrez,   leandro   ",Uruguay
33,  Esteban   Castro   ,ar
23,"CONTRERAS,    JULIÁN    ",  Otros 
26,"aristizabal, rodolfo    ",ch
55,"pérez,   cristobal ",  uruguayo
52,jorge flores  ,brasil
21,"LÓPEZ,   JAVIER   ",Uruguay
31,"rodríguez, angel ", otros
45,"rodríguez, maximiliano   ", chilena
55,Matias  Sepúlveda   ,ch
19," sánchez,    jorge      ",  chi   
56,   luciano  garcía    ,otros
37,"   pérez, ignacio ",brasil
24,   Jose Aristizabal ,  uy   
20,"pérez, rodrigo  ", otros
22,"   castañeda,  martin ",otros
63,LIC    VICENTE FERNÁNDEZ ,  uy   
48,"MARTÍNEZ, MAXIMILIANO ", otros
50,Juan    Fabricci  , Brasil
25,"   lic rodríguez,  jorge   ",  Otros 
34,   Lic. Joaquin Pérez     ,ch
45,SR.  NÉSTOR  HERNÁNDEZ ,brazil
58," González,    Felipe ",  chi   
22,Doctor Maximiliano Marchet , chilena
46,"  Rodríguez, Mateo    ",  br   
63,"Ing. Soto, Lucas     ",  chi   
26,  Eric Castro  ,argentino
57,  Martín Ramirez  , argentno
25,   ernesto guevara    , chilena
44,  franco    montoya ,Uruguay
63,"contreras, julián   ",  chi   
24,ING   NICOLAS    LONDOÑO ,brasil
25,"londoño, matias ",  brasilero
26,"fernández, eric ",  argentino   
60, Santiago Montoya ,ar
63,leandro martínez    ,uy
61,"señor fernández, esteban    ",argentino
51,Ernesto  Muñoz  , chileno
54,andrés nicastro ,argentino
59,   DAMIAN  FERNÁNDEZ  , chilena
31,maximiliano  lópez  ,otros
43,"fernández, david   ", argentina
37,   diego rivadavia , otros
37,"   Mactas, Jorge  ",brazil
46, Franco Perez  , chileno
23,"señor mendoza, lucas    ",  uy   
38,ignacio fanon   ,brazil
34,"Amenabar,  Thomas   ",  Otros 
64,"Pérez, David  ",  argentino   
38,ing.   cristobal gonzález ,  Otros 
64,"prof. cardona, cristian       ",ch
20,"Perez, Mateo ",  uruguayo
47,Prof. Camilo Rodríguez     , chileno
44,"díaz, mateo   ", Uruguayo
24,Dr. cristobal gonzález    ,  arg
52,  cristian viey  ,  arg
58,daniel   rodríguez  ,ch
34,ingeniero   bruno    nicastro   ,  chi   
40," sacado, esteban    ",brazil
25,"   Lic González, Martín  ",uy
63,franco   sánchez , argentno
18,"pérez,   luciano  ",  uy   
38,prof.  diego  sánchez , chilena
56,"licastro, gabriel    ",  chi   
31,SANTIAGO    GÓMEZ  , uruguay
27,"lic fernández,    luis ",brazil
35,felipe    lópez ,Chileno
55,"   fanon,    victor  ", argentina
44,"LICENCIADO GÓMEZ, TOMAS   ",  chileno
48,angel    amenabar ,  uruguayo
48,   andrés    ramirez , argentno
39,Lic. jonás  rodríguez  ,  --
49,Lic. juan gómez , argentina
27, damian   gómez    ,  uy   
19,"  Dr. fernández, carlos ",brazil
22,nicolas rivadavia , chileno
24,"  SÁNCHEZ, GABRIEL     ",Uruguay
52,  LICENCIADO CARLOS  LONDOÑO      ,  brasilero
49,"señor sacado,   julián   ", argentno
56,"prof.   rodríguez, jorge    ", Uruguayo
33,"Marchet, Rodrigo       ",ar
29,victor    lópez   ,  chi   
18,"   PÉREZ, EMILIO  ",  uy   
53,"Castro,   Martin ", brasileño
21,Abel Amenabar      ,argentino
24,"  amenabar, cristian   ", Uruguayo
39," ING. CARDONA,    AMARO ",Chileno
49,  agustin  gonzalez    , chilena
55, Dr. Fernando Viey , brasileño
34,"Alsina, Alexander  ",  uy   
63,LIC.   NÉSTOR MENDOZA     ,Uruguay
58,Prof. David    Gómez  ,otros
25,"rodríguez,  cristian   ",--
26,  Jorge López    ,--
55,Licenciado  Carlos  González    ,  arg
42,jose castro  , Brasil
23,   fernando    gonzalez  ,  argentino   
59,jorge  garcía  , chilena
59,FEDERICO ANTONELLO    , chileno
39,"  rivadavia, sebastian   ",  arg
34, emilio alsina    , chileno
45,   sebastian martínez    ,ar
20,"PROF. LÓPEZ, BASTIAN ",brasil
20,  federico gutierrez ,Uruguay
57,  Fernando    Cardona    , Brasil
49,"rojas, diego ", chilena
25,jorge martínez     , Brasil
39,"Lic. Rojas,   Jorge    ",  br   
19,"GONZÁLEZ, ESTEBAN    ",argentino
55,"   amenabar,  david ",Chileno
18,juan mactas  ,Chileno
24,"MARTÍNEZ,    CARLOS  ",--
32,"ing    gómez, alonso    ",brasil
36,Sr. Andrés    Londoño , argentno
32,pablo  rodríguez     , brasileño
30," rodríguez, sebastian    ",uy
63,"  antonello, carlos ",argentino
52,"  Hernández,  Sebastian  ",  argentino   
18,  alonso flores       ,  arg
23,Gabriel Amenabar     ,argentino
26,"fabricci, sebastian  ",brazil
27,prof. sebastian  mendoza      , chilena
29,MATIAS MONTOYA , chilena
34, maximiliano marchet    ,  Otros 
48,"sr. fertuchelli,  gaspar ", Uruguayo
32,"gómez, victor ",brasil
25,"CASTRO, JUAN      ",  argentino   
24,"alzate,    maximo ", argentina
23," Guevara,  Daniel   ",  chileno
31,"gonzález,  maximo  ", chilena
53,"alsina, carlos ", argentina
62,Santiago Perez ,ar
22,Ingeniero Carlos Contreras , uruguay
18,"Señor  Castro, Javier    ",  uruguayo
48,"  GÓMEZ, FERNANDO ", Uruguayo
43,"ARISTIZABAL,  TOMAS ", chileno
32,Victor   González , argentina
19,"ARISTIZABAL, PABLO ",  br   
49,"López, Abel  ",ar
31,rodolfo martínez   ,  br   
56,"Dr. rodríguez, thomas    ",otros
23,"gómez,  lucas    ", otros
37,"Martínez, Lucas    ",  arg
28,"  Lic.  Orondo, Julian   ", argentina
50,"Fernández,  Jose ",  Otros 
23,"   fernández, fernando     ", brasileño
19, jose lupo      ,  brasilero
55,"Rodríguez,   Lucas ", brasileño
54,"   Castañeda, Joaquin ",  arg
31,"   ing.    alzate, alonso    ", uruguay
47, pablo rodríguez    , otros
56,"ingeniero  centenera, pablo  ", Brasil
32,"  González, Gaspar       ",--
32, francisco   fanon    ,--
64,   prof. bastian mactas ,  uruguayo
57,camilo    sánchez    ,--
59,ignacio    riglos    ,brazil
18,"Flores, Agustin ",brasil
27,"gonzález, emilio    ",  --
42,"castro, alonso  ",  Otros 
36,Juan Muñoz       ,uy
52,"señor  pérez, emilio   ",  Otros 
45,"rojas, diego  ",ch
53,ing. matias    ramirez ,  chi   
41,MAXIMILIANO CENTENERA   , argentina
50,Tomas Hernández , Uruguayo
19," Orondo,  Rodolfo   ",ch
62,Matias   Martínez   , chilena
51,"fernández, jose   ", argentno
53," MARTÍN, ERNESTO ", brasileño
60,"  LÓPEZ,   JULIO    ", chilena
63,  Alexander Ramirez    ,otros
56,"mendoza, tomas   ",otros
62,emilio pérez   ,otros
23,"SR. RODRÍGUEZ, CRISTOBAL ",  brasilero
37,"licastro, leandro       ", argentno
36,Martín López ,  uruguayo
45,"  Castro, Vicente    ", chileno
59,"matas, javier    ",Uruguay
24,Matias    Muñoz  ,  argentino   
32," Guevara, Julio       ",  uy   
34, javier mango   , otros
61,"mango, nicolas ",  chileno
26,"castro, jose    ",  argentino   
42," García,  Angel  ",  uruguayo
41,rodrigo  hernández ,  --
52,   licenciado   renato   aguirre ,  Otros 
60,"riglos,    rodrigo    ",  brasilero
36,Camilo Sepúlveda     ,  brasilero
47,  Cristobal   Marchet    ,  chi   
18," Fernández, Rodolfo ", Uruguayo
25,"   NICASTRO, JORGE  ",brazil
27,julio londoño ,  uy   
64,"licastro, martín   ",Uruguay
49," gómez,    gabriel   ", Uruguayo
58,"Mendoza,  Juan  ",--
18,"ingeniero   nicastro, agustin ",  chileno
47,"  gómez,   felipe ", argentina
55,"gómez, martin      ", argentina
56,"   González, Victor ",otros
41,Nicolas Pérez ,  argentino   
42,"ing aristizabal, david    ", Brasil
26," ing.   rivadavia, eric ",brasil
58,  Ignacio Pérez   ,  chi   
26," matas,   ernesto    ",otros
37,juan pérez  , Brasil
38,"sacado, lucas    ",  br   
20,"pérez, julian ",brazil
54,"   PROF. SANCHEZ, ERIC ", Uruguayo
49,fernando riglos    , Brasil
58,Francisco    García     , Uruguayo
24,"Rodríguez, Julián   ", Brasil
63,"   García, Alexander    ", uruguay
26,"ARISTIZABAL, ALEXIS ", argentno
37,"   marchet,  juan ",  chileno
64, joaquin cardona    ,Chileno
53,emilio silva , uruguay
53,ing    nicolas cardona , chilena
47,"  mendoza, camilo   ", uruguay
40,"gonzález, rodolfo ",uy
50,  Lic Martin  Rodríguez ,  chileno
57,doctor carlos    martínez     ,  uruguayo
45,   carlos silva ,--
24,"   RODRÍGUEZ, DANIEL    ",  uy   
54," alzate,   carlos ",  --
20,"   muñoz,    felipe   ",uy
33,Dr.   Fidel Mendoza , uruguay
34,"fertuchelli, carlos  ",  uruguayo
25,julio sánchez    ,  brasilero
38,"González,   Francisco      ", argentina
35,Felipe   López   , Brasil
20,luis   garcía    ,  brasilero
55,ing. julio martín     ,  argentino   
29,FRANCO ORONDO ,  chileno
50,PABLO NICASTRO  ,  Otros 
46,Sebastian García ,brazil
34,"LÓPEZ, LUCAS ", argentina
26,"   rojas, federico    ",uy
64,  Gabriel    Silva ,uy
29,MARTIN MARCHET     ,--
28,"fernández, jorge       ", argentno
65,"silva, benjamin   ",  uruguayo
39,"muñoz, daniel     ",Chileno
65,  bruno pérez  ,  Otros 
51,"aristizabal, emilio    ",  --
18,"prof. marchet,   martín ",uy
53,"  Gutierrez, Jorge    ",  chileno
22,Benjamin Sacado ,  uy   
47,"sanchez,  cristian      ",  br   
35,"CONTRERAS, FIDEL ", Brasil
19,"   lic  flores, julián   ",  chi   
18,  fernando rodríguez      , Brasil
61, Dr. jose rojas      ,  br   
53,"   Gómez, Rodrigo    ",  uruguayo
65,"rodríguez, camilo  ", chileno
42,fernando mactas   ,argentino
18,"GONZÁLEZ, MARTIN   ",  --
46,"rodríguez, gustavo   ",  --
48,LIC LEANDRO VIEY    ,--
28,  maximiliano   casullo ,Chileno
47,"lic.    antonello, gustavo ",  chileno
20,"Dr.    Mendoza, Vicente    ",  argentino   
44,fidel  silva   , chileno
42,"viey,  gabriel   ",Chileno
52,"lópez,    julián  ",  uy   
61,"SOTO,   PABLO   ",  brasilero
49,"Lic Castro, Federico ", otros
27,Jorge Sanchez , otros
45,señor cristian    fernández  ,Uruguay
39,"rodríguez, jorge    ",  br   
42,"Martín, Jose  ",  uruguayo
37,   agustin    martínez    , argentno
51,"   lic. garcía, camilo    ", argentina
22,RODOLFO  CARDONA , otros
40,abel sánchez    ,ar
44, prof. jorge aristizabal   ,ch
39,"  garcía,   daniel    ",ar
57,"   AMENABAR, ESTEBAN ",  chi   
37,"   fernández, sebastian   ",  arg
61,carlos   lópez    ,argentino
25,"SANCHEZ,   RENATO ",ch
52,   Lic  Amaro    García  ,  brasilero
19,"Mango,    Ernesto    ", otros
51,alexander gonzález  , argentno
30, Julian   Londoño    , otros
23,"montoya,  renato    ",ar
50,"  ing. mactas,   daniel ",brazil
50,benjamin   aguirre ,Chileno
24,"soto,    bruno ",  brasilero
38,"Martín,  Sebastian ", argentno
49,"martínez,  carlos    ",  chileno
52,"sacado, néstor    ",ar
50,martin sanchez    , argentina
49,lucas  fanon       ,ch
26," FANON,  MARTIN   ",uy
63,"  silva,   néstor ",  uruguayo
25,santiago licastro , Brasil
19,LUCIANO GONZÁLEZ       ,  --
49,julian fertuchelli ,Uruguay
41,   Juan Rojas   , Brasil
62,lucas   sánchez , chileno
41,"viey,    benjamin ",  uruguayo
41,Agustin   Sánchez    ,  uruguayo
29," Centenera, Cristian  ",  brasilero
55, prof.    martin  sánchez ,Uruguay
26,"Rojas, Pablo ",  uruguayo
29,  juan amenabar , brasileño
59,"díaz,  fernando    ",  brasilero
39,Dr.   Néstor   Pérez ,  brasilero
34,matias  martín    ,Uruguay
50,"   Aguirre, Alonso   ",uy
22,"lic londoño,  matias   ",  chi   
27,"ing fabricci, gustavo   ", Brasil
45,   prof. mateo marchet ,  brasilero
40,amaro  gómez    ,ar
18,"mango, sebastian ", brasileño
52,SR. FEDERICO   GONZÁLEZ ,  chileno
47,"  doctor  garcía, lucas ",brasil
25,"viey,    alexis ",  chi   
43,"  López, Lucas    ",  br   
30," García, Matias ",ch
53,"gonzález, matias ", Brasil
65,Julian Montoya ,  --
30,javier rodríguez   ,--
57,"González,   Joaquin   ",argentino
65,"sr.  sánchez,    bruno ", Uruguayo
65,julio mango     , argentno
32,ing jonás díaz  ,--
36,JULIAN CONTRERAS    ,brazil
58,   julio pérez    ,  arg
65,"García,   Juan    ",brazil
51,   alexander centenera    , argentina
41,"  lópez, sebastian ",  arg
63,"  pérez, luciano ",  uruguayo
64,  daniel    mactas    , argentina
36,  Benjamin  López , Uruguayo
38,Doctor Julián    Muñoz  ,  arg
65,rodolfo gonzález   ,  chi   
31,amaro sánchez , otros
47,"londoño, santiago      ",uy
38,GUSTAVO PÉREZ  ,ar
36," Doctor Sacado,  Julian   ",argentino
26,"pérez,  sebastian ", chileno
56,"  Pérez, Maximiliano ",brasil
24,"silva, damian   ",Chileno
65,pablo fanon  ,  argentino   
32,Ing   Federico García ,  brasilero
36,"   garcía, pablo    ",  arg
28,LEANDRO ROJAS   ,brasil
37,   joaquin  marchet ,  --
24,"rodríguez,  federico ", chilena
23,"López, Jorge    ",  chi   
64," Orondo, Lucas   ", argentno
60,matias centenera    , argentina
40," martínez, rodrigo ",  --
33,Diego   González , Brasil
46,"MARTÍNEZ, MATIAS   ",Uruguay
21," lópez,    jose ", chileno
23," ing    rodríguez, gaspar ",otros
59,"Martínez, Bastian ", chilena
37,   Ing Julian Nicastro    , Brasil
34,   néstor sanchez , Uruguayo
53,"silva, alexis ",ar
23,JORGE GONZALEZ  ,ch
53,"Casullo, Cristobal   ",argentino
52,VICENTE CASTRO ,brasil
49,ERNESTO GÓMEZ ,  chileno
46," ing. lópez,  martín    ",uy
59,"soto,   ernesto   ", chilena
38,"López,    Benjamin   ", argentina
21,"fernández, andrés ", argentina
38,"  lópez,   julián ", Brasil
63,alexander garcía ,  chi   
18,camilo  gonzalez    ,  arg
31,doctor luciano sacado    ,  chileno
49,"   ing   garcía, camilo ", argentno
23,"  Dr. Casullo, Julian    ", argentina
56,"casullo, esteban ",argentino
20,Ing  Diego   Gonzalez  ,  --
53,"sánchez, daniel  ", uruguay
31,"   ramirez,  daniel   ",  uy   
56,señor alexander    licastro     , Uruguayo
49,"gutierrez, julian  ",ch
32,"flores,    juan   ",  br   
61,"Nicastro, Juan ",  argentino   
33,"CENTENERA,  ANGEL  ", Brasil
29,   Prof.  Lucas Fernández    ,  br   
46,SANTIAGO GARCÍA , chileno
21,jorge mactas    ,argentino
54,Eric Rivadavia    ,uy
28,Juan Castro ,  br   
35,   Ing    Emilio   Castro  , brasileño
30,NICOLAS CASTAÑEDA , otros
49,"DÍAZ, MAXIMILIANO      ", chileno
61,"lic. cardona,   jonás   ",  chileno
30,"sr. castañeda, juan  ",--
21,"  pérez,    angel     ",  brasilero
34,"Castro, David     ",otros
55,   ingeniero gabriel soto   ,  --
36,thomas    rodríguez , otros
42,Felipe  Castro , argentina
60,"sanchez, vicente ",  chi   
50,  franco fernández ,  arg
18,doctor julián pérez  ,uy
42,"PROF.  FERTUCHELLI,   SEBASTIAN   ",Uruguay
37,JULIAN GUEVARA ,  --
61,   renato  fernández ,  argentino   
37,  CARLOS ORONDO      , argentina
47, lic pablo castro   , argentno
49,"Antonello, Leandro    ", argentno
52,Pablo Guevara  ,  --
21,"FERNÁNDEZ,    BENJAMIN ", Brasil
42,"   Rodríguez,   Ignacio ",otros
57,"Lic. lupo, jose  ",  chi   
55,"MARTÍNEZ,  JULIAN    ",  arg
20,  Nicolas   Soto   ,argentino
19,Gustavo Gómez    , uruguay
36,"   Ramirez, Daniel   ",brasil
32,Doctor Eric Contreras      ,brasil
41, Prof.  Angel    Rojas ,  chi   
46,Cristobal Orondo ,ar
41,"gonzález, jorge   ", chilena
55,   Julián Amenabar     ,  br   
61,"  Guevara, Fernando ",brazil
29,   leandro castro , Uruguayo
36,lic. matias   martínez ,  brasilero
60,Lucas Riglos ,  chileno
32," fernández, benjamin  ", brasileño
47,"García, Vicente   ",  br   
57," rojas,    carlos  ",  br   
40,   ing  rodolfo centenera    , uruguay
41,franco   lupo ,  chi   
38,"DOCTOR CASTAÑEDA,    JORGE   ",  chileno
38,Dr. victor sánchez ,  arg
21,Carlos Flores      , chilena
35," Fabricci,    Luciano   ", brasileño
62,"  Sánchez, Damian   ",ar
22,matias orondo  ,  arg
46,"fernández,    victor   ",  brasilero
29,"  lópez,    javier ",  --
32,Gaspar Londoño    ,otros
33,carlos    riglos , chileno
32,   franco gutierrez    ,  chi   
31,"guevara, martin ",  argentino   
65,"licenciado gonzález,  federico  ",--
50,Licenciado  Pablo    Ramirez     ,brazil
56,"Lic.  contreras, angel ", Uruguayo
30, EMILIO    FABRICCI   , Uruguayo
52,"   sánchez, bastian  ",  argentino   
28,"Dr. martínez, jorge ",  Otros 
49,agustin amenabar      ,  chileno
34,"Sacado, Cristian ", chileno
56,Eric Sánchez     ,  Otros 
65,  bruno mendoza ,  argentino   
59,rodrigo sepúlveda    , argentno
62,doctor martín hernández    , Uruguayo
29,"flores, alexander ",  Otros 
45,"   antonello, juan  ",brasil
58,"  sánchez,   lucas ",ar
46,"Pérez, Bruno   ",  Otros 
30,Francisco Sánchez , uruguay
60,  Licenciado   Leandro    Casullo   , otros
55,julian  garcía    ,  --
41,  sebastian   lópez ,  arg
19,ignacio lupo ,  arg
33,rodolfo  rodríguez ,ar
31,luciano castro ,brazil
48,Gustavo Contreras  ,  br   
39,"gonzález, francisco    ",  arg
28,"Sanchez, Tomas ", argentina
23,"SILVA, BASTIAN  ",  chi   
39," martínez, angel     ",--
28, martín  mactas ,  brasilero
27,ingeniero sebastian garcía   ,  --
23,rodolfo aristizabal  ,argentino
28,  Cristian Lupo    ,Chileno
38,fidel  guevara   , chileno
57,jorge marchet  ,  chileno
58,rodrigo   fabricci    ,  arg
29,   ingeniero maximiliano gonzalez  ,Chileno
19,"   hernández, bruno   ",  brasilero
49,"García,  Luciano    ",uy
19,   Gabriel Gutierrez , uruguay
48,"Fertuchelli, Jonás ",uy
36," garcía,   ignacio ",  uy   
46,amaro  mactas  , brasileño
32,"Gonzalez, Julian   ",  uy   
46,"Sánchez, Juan ",  uy   
19,"Gonzalez,    Jose   ",ar
39,  Lucas Aguirre     ,--
52,"  Rodríguez,   Alexander    ", chileno
40," ingeniero perez,   gabriel       ",uy
49,"VIEY, ERNESTO ", Brasil
30, ingeniero damian sánchez    ,Uruguay
47,"silva, abel    ", argentina
19,  Santiago Perez     ,  chi   
34,Sebastian Marchet ,otros
24,"  muñoz,    gabriel ", Uruguayo
65,Juan  Rodríguez ,brazil
46," prof. flores, julian     ",Chileno
63,"ingeniero pérez, gustavo    ",  chileno
52,"sacado, abel ",  uy   
55," pérez, alexander ",  uy   
48,ing    amaro gutierrez    ,  uruguayo
65,"   flores, angel ",  argentino   
39,  Sr. Francisco González    ,  argentino   
36,"  Viey, Ignacio ",ar
40,"sepúlveda, damian ",ar
29,"rivadavia,  benjamin  ",ar
34," Lic. muñoz,  pablo ",  brasilero
39,"   INGENIERO    CONTRERAS, JUAN     ",Chileno
57,lucas rodríguez       ,  chi   
43,"   gómez, eric      ",--
38,  Emilio Gómez ,  arg
